sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
12,PL3_2,leaves,2,200.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.336473358846176,29.33157705004439,15.04375215759568,44.40665689189215,4.881540541621582,282.6940443800638,21.81,5.49,3.49,,5.56,,36.35,,,,,0.585,,1.2,,,,18.819,2.4605,0.2995,,5.57,5.8095,14.4905,,41.496,2.45,,,5.29,,,,1.65,,35.86349999999999,2.4605,61.79599999999999,1380.12,,50731.18,52111.3,2.83,4.3,,,,7.17,7.123611662312994,5.208821976271006,4.940338772814408,,,1.525987608323674,,,0.9116608047690015,,,,,,,,0.8075040900811392,,,0.4682717696086549,,,,,,,,,,,,,,,,20.98619668418088,129.9803591470259,271.6216216216216,PO_L_NPK-N200-P100-K100_22_G
13,PL4_2,leaves,2,200.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,7.71268766558761,34.78255310778914,13.50608559089046,42.59741784742181,1.401255788310976,299.3442602695326,19.49773602499516,5.463388705716851,3.2657304863044,,9.137347532216431,,37.36420274923284,,,,,0.48,,1.649,,,,21.154,2.802,0.319,,5.6,6.423,14.971,,42.073,1.109,,,1.985,,,,1.436,,33.732,2.802,63.467,1125.285096342902,,51432.8,52558.09,2.951,2.574,,,,5.67,4.877549807493306,4.603511406589684,5.052284495091095,,,3.486978972958953,,,1.699916041306727,,,,,,,,1.892310421786412,,,0.4606231940762624,,,,,,,,,,,,,,,,22.07317433930244,127.96875,265.4038754626606,PO_L_NPK-N200-P200-K200_22_G
13,PL4_2,leaves,2,200.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,7.756844274359953,33.40232511923688,13.34922526817634,42.19753105165492,3.294074286571913,300.9922581957846,19.62549711780662,5.523189293627272,3.421911027270057,,9.259469702479091,,37.83006714118304,,,,,0.46,,1.74,,,,21.25,2.97,0.301,,5.7,6.08,14.784,,42.142,1.2,,,1.87,,,,1.52,,34.041,2.97,63.006,1130.161226897365,,48890.13,50020.29,3.004,2.612,,,,5.765,4.918708267479596,4.760965055352783,5.384079471099338,,,3.462548816175684,,,1.640945063576428,,,,,,,,1.836189567223079,,,0.4776090895902299,,,,,,,,,,,,,,,,22.48104533049714,124.8214285714286,259.5354783720435,PO_L_NPK-N200-P200-K200_22_G
13,PL4_2,leaves,2,200.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,7.734765969973782,34.09243911351301,13.4276554295334,42.39747444953836,2.347665037441445,300.1682592326586,19.56,5.49,3.34,,9.2,,37.6,,,,,0.47,,1.6945,,,,21.202,2.886,0.31,,5.65,6.2515,14.8775,,42.1075,1.1545,,,1.9275,,,,1.478,,33.8865,2.886,63.23650000000001,1127.723,,50161.47,51289.19,2.98,2.59,,,,5.72,4.898129037486451,4.682238230971233,5.218181983095216,,,3.474763894567318,,,1.670430552441578,,,,,,,,1.864249994504746,,,0.4691161418332461,,,,,,,,,,,,,,,,22.27710983489979,133.3380681818182,270.0238767093554,PO_L_NPK-N200-P200-K200_22_G
14,PL5_2,leaves,2,300.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.483214649033441,34.58359936153232,13.47962382445062,41.15938555995664,5.294176605026962,291.1788068274514,20.88624068002156,5.260413998911948,2.932800207800236,,7.744862864802753,,36.8243177515365,,,,,0.62,,1.2,,,,18.425,2.6,0.28,,5.64,5.98,14.5,,41.621,2.2,,,5.4,,,,1.58,,35.345,2.6,62.101,729.8052331300412,,48759.39,49489.2,2.4,3.16,,,,5.521,3.832910611598054,4.171395871128431,4.080653218558965,,,3.379784622178065,,,1.698469300556484,,,,,,,,2.321717066341508,,,0.4418856398059081,,,,,,,,,,,,,,,,19.92681633016742,233.7688679245284,439.8000908677874,PO_L_NPK-N300-P100-K100_22_G
14,PL5_2,leaves,2,300.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.737538148524563,35.75262688342586,13.91611132889162,40.38455896733774,4.209164671820218,292.2541274923809,21.0047054662235,5.315863304374701,2.9346586603914,,7.67619354098967,,36.93142097197927,,,,,0.6,,1.16,,,,18.741,2.52,0.299,,5.6,5.745,14.56,,41.541,2.4,,,5.34,,,,1.6,,35.74,2.52,61.846,709.3448750737754,,45791.07,46500.41,2.355,3.3,,,,5.616,3.879634655015232,4.216239758190351,3.933383850994439,,,3.301019685177659,,,1.59815114633669,,,,,,,,2.281581834239063,,,0.4214968914179048,,,,,,,,,,,,,,,,19.63150782137134,229.5500000000002,453.9624370132844,PO_L_NPK-N300-P100-K100_22_G
14,PL5_2,leaves,2,300.0,100.0,100.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.610376398779002,35.16811312247909,13.69786757667112,40.77197226364719,4.75167063842359,291.7164671599161,20.95,5.29,2.93,,7.71,,36.88,,,,,0.61,,1.18,,,,18.583,2.56,0.2895,,5.619999999999999,5.862500000000001,14.53,,41.581,2.3,,,5.37,,,,1.59,,35.5425,2.56,61.9735,719.575,,47275.23,47994.805,2.38,3.23,,,,5.57,3.856272633306643,4.193817814659392,4.007018534776702,,,3.340402153677862,,,1.648310223446587,,,,,,,,2.301649450290285,,,0.4316912656119065,,,,,,,,,,,,,,,,19.77916207576938,254.3491379310344,424.3792325056434,PO_L_NPK-N300-P100-K100_22_G
15,PL6_2,leaves,2,300.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.805696846388286,35.45307632398755,14.90027375831053,40.85371380909265,1.987239262220982,292.719961580514,34.749019375,8.137595206295348,3.975250434454179,,9.376389637003527,,56.23825465275306,,,,,0.0,,1.5,,,,20.1,2.7,0.21,,5.22,7.54,15.45,,44.54,0.0,,,1.985,,,,1.436,,30.451,2.7,67.53,961.400716275368,,67597.77,68559.17,3.586,4.521,,,,8.129,4.35280514700801,3.531565234002476,3.769291182724681,,,1.815864312524148,,,1.011224250703759,,,,,,,,1.350352972346415,,,0.3685683391289949,,,,,,,,,,,,,,,,16.19967143843848,49.69304556354916,153.2492725509214,PO_L_NPK-N300-P200-K200_22_G
15,PL6_2,leaves,2,300.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.398779247202347,33.53561452513966,14.11810715682485,40.4626293592599,5.484869711573239,294.5962088901925,35.130269375,8.642955636573657,4.091953632758376,,9.480675692641658,,57.34585433697369,,,,,0.0,,1.6,,,,20.4,2.6,0.2,,5.6,7.02,15.04,,44.674,0.0,,,1.85,,,,1.4,,31.05,2.6,66.734,984.0031834460804,,69019.34,70003.34,3.737,4.665,,,,8.424,4.402166509697533,3.562979318576261,3.965164560411532,,,1.748923505547276,,,0.9693487111552685,,,,,,,,1.298728809957498,,,0.3738663824032677,,,,,,,,,,,,,,,,16.32117779774864,48.34278959810874,147.39336492891,PO_L_NPK-N300-P200-K200_22_G
15,PL6_2,leaves,2,300.0,200.0,200.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,6.602238046795316,34.4943454245636,14.50919045756769,40.65817158417627,3.73605448689711,293.6580852353533,34.94,8.39,4.0336,,9.43,,56.79,,,,,0.0,,1.55,,,,20.25,2.65,0.205,,5.41,7.279999999999999,15.245,,44.607,0.0,,,1.9175,,,,1.418,,30.7505,2.65,67.132,972.702,,68308.56,69281.255,3.66,4.59,,,,8.28,4.377485828352771,3.547272276289369,3.867227871568106,,,1.782393909035712,,,0.9902864809295137,,,,,,,,1.324540891151957,,,0.3712173607661313,,,,,,,,,,,,,,,,16.26042461809356,46.08169934640522,159.6289187460013,PO_L_NPK-N300-P200-K200_22_G
16,PL7_2,leaves,2,300.0,300.0,300.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.654531371030056,32.75850915605096,15.85798816568276,42.70350039385487,3.025470913381369,279.4337034047095,18.8171846875,7.421539183481933,2.812159836700398,,6.366997817080233,,35.41788152476256,,,,,0.637,,1.155,,,,19.27,1.729,0.224,,4.671,16.748,15.902,,30.863,2.55,,,5.391,,,,0.86,,34.758,1.729,63.513,692.0197044334975,,51889.02,52581.03999999999,2.446,3.853,,,,6.688,3.832461355522787,4.126795039295114,3.823318264863443,,,1.409636244291982,,,0.7542799998209834,,,,,,,,0.9656167822069461,,,0.3298950545180054,,,,,,,,,,,,,,,,15.24200274051926,149.9412827461608,287.6623376623376,PO_L_NPK-N300-P300-K300_22_G
16,PL7_2,leaves,2,300.0,300.0,300.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.551252259230291,34.24370642912471,16.17240015816552,41.92217449454972,2.110466658929766,279.2223116743899,17.5651346875,7.570223441504529,2.947774257820706,,6.783585172345363,,34.8667175591706,,,,,0.66,,1.24,,,,19.7,1.82,0.24,,4.74,16.55,15.804,,30.942,2.4,,,5.1,,,,0.8,,34.88,1.82,63.296,711.4088669950739,,53776.55,54487.96000000001,2.539,3.89,,,,6.827,3.905404076650886,4.142804129897121,3.673537891839356,,,1.340213041655665,,,0.7292265618822996,,,,,,,,0.9465619270537303,,,0.3302698913518585,,,,,,,,,,,,,,,,15.06801752033092,140.2059405940594,273.0263157894737,PO_L_NPK-N300-P300-K300_22_G
16,PL7_2,leaves,2,300.0,300.0,300.0,0,0,1,Portulaca_oleracea,2022,not applied,not applied,Greenhouse,5.602891815130174,33.50110779258783,16.01519416192414,42.31283744420229,2.567968786155568,279.3280075395497,18.19,7.5,2.88,,6.58,,35.14,,,,,0.6485000000000001,,1.1975,,,,19.485,1.7745,0.232,,4.705500000000001,16.649,15.853,,30.9025,2.475,,,5.2455,,,,0.8300000000000001,,34.819,1.7745,63.4045,701.714,,52832.79,53534.5,2.49,3.87,,,,6.76,3.868932716086836,4.134799584596118,3.748428078351399,,,1.374924642973823,,,0.7417532808516415,,,,,,,,0.9560893546303382,,,0.330082472934932,,,,,,,,,,,,,,,,15.15501013042509,136.7542857142857,300.7270323859881,PO_L_NPK-N300-P300-K300_22_G
17,PORS1_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.453733564872201,7.939520899053627,21.98526560682408,42.38058687740631,26.24089305184378,234.5664316422521,5.915632377532953,7.107205388564486,11.66946928487015,0.1507193094629156,1.632177989455838,,26.32448504042342,,,,,,,,,,,33.45,,,,15.87,11.45,27.025,,8.6,0.0,,,2.4,,,,1.2,,52.92,11.45,35.625,1.717933373229603,0.7285058846997805,0.2661081188908837,2.712547376820267,2.498,4.028,,1.532,,8.058,1.649079585466097,2.008253376669789,2.186097237148641,,,0.1575609383452007,,,0.1980494443261656,,,,,,,,0.05384992280336543,,,0.04393140996222963,,,,,,,,,,,,,,,,6.296821914721487,781.3045375218151,77.36,PO_S_ROT-Inter_20_F
17,PORS1_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.379909292675735,7.433677370030581,21.88235294117702,40.4751679996157,28.82889239650096,238.4197986994392,6.109292617548692,7.458732064301204,11.89697717418314,0.1435876942750344,1.647042590289753,,27.11204444632279,,,,,,,,,,,33.108,,,,15.79,11.9,26.865,,8.65,0.0,,,2.5,,,,1.19,,52.58799999999999,11.9,35.515,1.626448262085497,0.7419097083499799,0.2804634438673592,2.648821414302836,2.592,4.118,,1.632,,8.342,1.594519540471099,2.082333203301401,2.203548821471337,,,0.1607150398599579,,,0.1884961278672754,,,,,,,,0.0525572212365655,,,0.04182326969933527,,,,,,,,,,,,,,,,6.323993223906971,795.1792635658916,81.33,PO_S_ROT-Inter_20_F
17,PORS1_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.416821428773968,7.686599134542104,21.93380927400055,41.427877438511,27.53489272417237,236.4931151708456,6.01,7.28,11.783,0.14715,1.64,,26.72,,,,,,,,,,,33.279,,,,15.83,11.675,26.945,,8.625,0.0,,,2.45,,,,1.195,,52.754,11.675,35.57,1.67,0.7352077965248802,0.2732857813791214,2.680684395561552,2.55,4.07,,1.58,,8.2,1.621799562968598,2.045293289985595,2.194823029309989,,,0.1591379891025793,,,0.1932727860967206,,,,,,,,0.05320357201996546,,,0.04287733983078245,,,,,,,,,,,,,,,,6.310407569314228,768.5335497835499,71.74,PO_S_ROT-Inter_20_F
18,PORS2_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.177809669916434,5.982706871074991,20.64311234616896,38.09263272070559,34.10373839213403,247.1313335234952,5.340559180974245,6.318464687253519,12.07923852626901,0.2598460271511279,1.912338195190063,,25.65060058968683,,,,,,,,,,,31.087,,,,14.706,11.235,26.754,,11.67,0.0,,,3.9,,,,0.65,,50.343,11.235,38.424,2.205056739000598,0.1114871590682859,0.3145530559426638,2.631096954011547,2.534,3.73,,0.892,,7.156,2.217716084021906,1.33878414972743,1.937854704792983,,,0.1286156489110093,,,0.06701270390262037,,,,,,,,0.0418729631608382,,,0.03365362221034971,,,,,,,,,,,,,,,,5.765509876727137,691.3978494623657,74.72,PO_S_ROT-Inter_20_F
18,PORS2_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.206556271183904,6.164298796175409,20.63776170668185,37.12202382818557,34.86935939777327,249.237686872821,5.25,6.17,12.051,0.25791,1.91,,25.38,,,,,,,,,,,31.344,,,,14.12,11.8,26.9,,10.94,0.0,,,4.2,,,,0.7,,50.364,11.8,37.84,2.20053,0.1142266134662787,0.3043823163944855,2.619141291377031,2.63,3.72,,0.85,,7.19,2.161835296071502,1.309390855265518,1.905180737191577,,,0.1284563072731647,,,0.06666590151437042,,,,,,,,0.04147773341206684,,,0.03308139826973727,,,,,,,,,,,,,,,,5.646088228997937,649.7326203208556,77.39,PO_S_ROT-Inter_20_F
18,PORS2_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.235302872451375,6.345890721275826,20.63241106719474,36.15141493566555,35.63498040341251,251.3440402221468,5.162754229886204,6.022999700780447,12.02363935104831,0.2559779896186863,1.905162461074281,,25.11455574278924,,,,,,,,,,,31.2155,,,,14.413,11.5175,26.827,,11.305,0.0,,,4.05,,,,0.675,,50.3535,11.5175,38.132,2.196007984031936,0.1169660678642715,0.2942115768463074,2.607185628742515,2.718,3.707,,0.799,,7.225,2.105954508121099,1.279997560803606,1.872506769590171,,,0.1282969656353201,,,0.06631909912612047,,,,,,,,0.04108250366329549,,,0.03250917432912484,,,,,,,,,,,,,,,,5.526666581268737,713.8554216867471,72.16,PO_S_ROT-Inter_20_F
19,PORS3_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.694510739856753,4.566508887171562,19.43164362519175,42.62321122108387,31.68412552669606,245.499556756349,4.268839407772679,3.92075719766133,9.999725527702683,0.2149140098623181,1.541052892331903,,19.73037502546859,,,,,,,,,,,36.62,,,,17.9,7.52,20.354,,9.2,0.0,,,2.01,,,,6.4,,62.93,7.52,29.554,2.119957600847983,0.2879942401151977,0.3359932801343973,2.743945121097578,1.961,3.055,,1.332,,6.348,1.15743911881933,1.503434167356602,1.910862551411318,,,0.1773722844415589,,,0.2895897812732093,,,,,,,,0.05692334938411873,,,0.04694249884004793,,,,,,,,,,,,,,,,5.142563751526184,1007.305194805195,146.27,PO_S_ROT-Inter_20_F
19,PORS3_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.636866747942951,4.625332327057838,19.14903623986484,42.2369365163511,32.35182816878327,247.1143157475532,4.21,3.85,10.072,0.21964,1.5,,19.63,,,,,,,,,,,36.68,,,,17.5,7.12,20.8,,9.5,0.0,,,1.9,,,,6.5,,62.58,7.12,30.3,2.06,0.2799971200575989,0.3299966400671986,2.671972560548789,1.96,3.03,,1.3225,,6.31,1.127001240915335,1.498947659341851,1.905399837187192,,,0.176767305910919,,,0.2889602101193726,,,,,,,,0.05639214872306902,,,0.04659164408244103,,,,,,,,,,,,,,,,5.100060046280179,981.4144736842107,157.93,PO_S_ROT-Inter_20_F
19,PORS3_0,stems,0,,,,0,4,0,Portulaca_oleracea,2020,not applied,intercropping w/ common bean,Field,1.579222756029148,4.684155766944114,18.86642885453793,41.85066181161833,33.01953081087048,248.7290747387574,4.143729555219217,3.779766381954631,10.14476150397087,0.2243735352992872,1.465914786426951,,19.53417222757167,,,,,,,,,,,36.65000000000001,,,,17.7,7.32,20.577,,9.35,0.0,,,1.955,,,,6.45,,62.75500000000001,7.32,29.927,2.004,0.272,0.324,2.6,1.952,3.009,,1.313,,6.275,1.09656336301134,1.4944611513271,1.899937122963065,,,0.176162327380279,,,0.2883306389655359,,,,,,,,0.05586094806201932,,,0.04624078932483412,,,,,,,,,,,,,,,,5.057556341034173,993.5430463576162,144.36,PO_S_ROT-Inter_20_F
20,PORS1_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.9813069077572641,5.666161003236246,23.27724358974343,53.21390822867183,16.86138027059123,205.3697437224689,7.727312638973116,,1.340010798802126,,3.024778831494809,,12.09210226927005,,,,,,,,,,,35.154,,,,11.417,9.213,25.192,,12.097,1.816,,,3.496,,,,1.616,,53.499,9.213,37.289,2.042689008577698,0.5186515060841812,0.2034709754637941,2.764811490125673,8.495,7.656,,,,16.151,0.1745887759217121,1.021894816605873,1.902159740056482,,,0.2963306337552089,,,0.8868017458385934,,,,,,,,0.03477065435525354,,,0.069792100581693,,,,,,,,,,,,,,,,4.386338467114816,972.0238095238096,132.5,PO_S_ROT-Inter_21_F
20,PORS1_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.9414504324684481,6.739465153970826,24.97008376545663,51.40746509481333,15.94153555329076,202.011986910889,7.820171947645038,,1.322853925280367,,3.052818164193108,,12.19584403711851,,,,,,,,,,,35.43,,,,10.747,9.32,25.21,,12.2,1.9,,,3.55,,,,1.64,,53.267,9.32,37.41,2.077506991610068,0.491410307630843,0.1717938473831402,2.740711146624051,8.21,7.112,,,,15.322,0.1747756553237154,1.012727639886887,1.79774311069428,,,0.2945124792822191,,,0.9088192892984591,,,,,,,,0.03682123992215735,,,0.06596041935371158,,,,,,,,,,,,,,,,4.291359833761429,998.684210526316,138.19,PO_S_ROT-Inter_21_F
20,PORS1_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.9613786701128562,6.202813078603536,24.12366367760003,52.31068666174258,16.40145791194099,203.690865316679,7.77,,1.33,,3.04,,12.14,,,,,,,,,,,35.292,,,,11.082,9.2665,25.201,,12.1485,1.858,,,3.523,,,,1.628,,53.383,9.2665,37.3495,2.06,0.5050309068575121,0.1876324114234672,2.752761318374862,8.35,7.38,,,,15.74,0.1746822156227137,1.017311228246379,1.849951425375381,,,0.295421556518714,,,0.8978105175685263,,,,,,,,0.03579594713870544,,,0.06787625996770229,,,,,,,,,,,,,,,,4.338849150438122,1009.308510638298,124.4,PO_S_ROT-Inter_21_F
21,PORS2_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,1.050454649903279,4.806460468521229,22.04194697269414,59.35252517574106,12.74861273314029,198.3794350072577,12.56249319441695,,7.422775849448503,,5.242125599886516,,25.22739464375197,,,,,,,,,,,37.299,,,,10.004,9.85,25.143,,10.097,2.418,,,4.2,,,,0.989,,54.91,9.85,35.24,2.315369261477046,0.1197604790419162,0.2435129740518962,2.678642714570858,9.269,7.336,,,,16.605,0.1793958538020003,0.9580877884943471,1.857212687164845,,,0.2828469289242566,,,0.6307087828485911,,,,,,,,0.03887907531860517,,,0.08426473207172247,,,,,,,,,,,,,,,,4.031395848624369,1538.942528735632,270.69,PO_S_ROT-Inter_21_F
21,PORS2_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.9934732983957365,5.299132364810331,20.5429497568878,59.27660452268579,13.88784005722034,204.2423584190559,12.69056189368442,,7.10350718721712,,5.255155017528468,,25.04922409843,,,,,,,,,,,36.90000000000001,,,,10.063,9.9,25.2,,10.12,2.5,,,4.3,,,,1.021,,54.78400000000001,9.9,35.32,2.361138761696197,0.127413896078041,0.2588094764085208,2.747362134182759,8.921,6.912,,,,15.833,0.1797221361347639,0.9296281670017466,1.848622632695061,,,0.3028477381298291,,,0.6221060059300084,,,,,,,,0.03786335048599199,,,0.08032460703540197,,,,,,,,,,,,,,,,4.001114637412804,1454.063018242123,276.77,PO_S_ROT-Inter_21_F
21,PORS2_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,1.021963974149508,5.05279641666578,21.29244836479097,59.31456484921343,13.31822639518032,201.3108967131568,12.63,,7.26,,5.25,,25.14,,,,,,,,,,,37.09950000000001,,,,10.0335,9.875,25.1715,,10.1085,2.459,,,4.25,,,,1.005,,54.84700000000002,9.875,35.28,2.33825,0.1235871875599786,0.2511612252302085,2.713002424376809,9.1,7.12,,,,16.22,0.1795589949683821,0.9438579777480468,1.852917659929953,,,0.2928473335270428,,,0.6264073943892998,,,,,,,,0.03837121290229858,,,0.08229466955356221,,,,,,,,,,,,,,,,4.016255243018586,1527.154471544716,260.8,PO_S_ROT-Inter_21_F
22,PORS3_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.8556853710711289,5.337906504065041,20.0479233226838,53.9470915474229,19.81139325475712,216.1925504697746,10.98804701627487,,8.102569913398245,,6.70027700224851,,25.79089393192162,,,,,,,,,,,39.312,,,,6.452,8.378,26.604,,9.665,1.393,,,3.086,,,,5.111,,55.35399999999999,8.378,36.269,2.514970059880239,0.1676646706586826,0.2874251497005988,2.970059880239521,7.96,6.687,,,,14.648,0.1595115386816095,0.5820472133597373,2.079143951417835,,,0.2277211561277811,,,0.4920950795772496,,,,,,,,0.02704696107602987,,,0.07874357227847172,,,,,,,,,,,,,,,,3.646309472518714,1029.550827423168,310.77,PO_S_ROT-Inter_21_F
22,PORS3_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.9337808971622472,3.678237203972499,19.3394349383209,51.30375145292331,24.74479550762105,224.703661826681,10.41842676311031,,8.117198581605866,,6.73048680084099,,25.26611214555716,,,,,,,,,,,39.3,,,,6.54,8.415,26.04,,9.870000000000001,1.45,,,3.14,,,,5.24,,55.67,8.415,35.91,2.544731610337972,0.1988071570576541,0.3101391650099404,3.053677932405567,8.161,6.793,,,,14.954,0.1614045723847541,0.5760627842336674,2.231100226539405,,,0.2298379809588192,,,0.4941777620723032,,,,,,,,0.0276820085253413,,,0.0806896854295874,,,,,,,,,,,,,,,,3.800955020143877,948.3574879227054,316.67,PO_S_ROT-Inter_21_F
22,PORS3_1,stems,1,,,,0,4,0,Portulaca_oleracea,2021,not applied,intercropping w/ common bean,Field,0.894733134116688,4.50807185401877,19.69367913050235,52.6254215001731,22.27809438118909,220.4481061482278,10.7032,,8.11,,6.72,,25.53,,,,,,,,,,,39.306,,,,6.496,8.3965,26.322,,9.7675,1.4215,,,3.113,,,,5.1755,,55.512,8.3965,36.0895,2.52985,0.1832359138581683,0.2987821573552696,3.011868906322544,8.06,6.74,,,,14.8,0.1604580555331818,0.5790549987967024,2.15512208897862,,,0.2287795685433002,,,0.4931364208247764,,,,,,,,0.02736448480068559,,,0.07971662885402955,,,,,,,,,,,,,,,,3.723632246331296,958.381877022654,301.51,PO_S_ROT-Inter_21_F
23,PR2_2,stems,2,,,,0,2,0,Portulaca_oleracea,2022,not applied,common bean,Field,2.882052969238424,9.039267275615567,29.67893500391442,47.17631090053066,11.22343385070092,201.3419030294731,71.95339932378876,10.77313436381721,,,6.797404307847691,,89.39804966911628,,,,,0.541,,,,,,30.157,,,,8.2,7.62,24.81,,25.326,3.35,,,,,,,,,42.248,7.62,50.136,2.037554934079105,,0.1070715141829804,2.144626448262085,4.189,2.935,,,,7.125,3.645698162937149,2.365374602622045,1.695446889161228,,,0.1240759365406906,,,0.259091985428051,,,,,,,,0.02892554167144331,,,0.0,,,,,,,,,,,,,,,,8.1163946219208,660.1246105919004,595.24,PO_S_ROT-Bean_22_F
